NO,Sentence,ID,book_name
5,آتا بابالاريميزين ياراتديغي سؤز اينجي‌لرينه، هر يئرده و هر دؤوره ده جور به جور آدلار وئرميشلر.,f5,book1
19,آتالار سؤزنون احاطه دايره‌سي‌نين گئنيش‌لييني گوروب، اونلارين هاردان، نئجه يارانماسي، هاميني دوشوندوردويو كيمي، مني ده ايللر بويو دوشوندورمه‌يه وادار ائتدي.,f5,book1
33,يئري گلميشكن دئمهلي يمكي، منيم بو خصوصدا ايرهلي سوردويوم ملاحظهلر يالنيز ايران آذربايجاني ادبياتينا عايددير.,f5,book1
47,اينديكي ائولنمه شرايطي كئچميشه باخاندا بيره يوز فرق ائله‌يير.,f5,book1
61,ـ بري باخ بوسؤزون لاپ جفنگيات دير.,f5,book1
75,قيش چيخار اوزو قاراليق كؤموره قالار، خان يورغاني ميتيل اولماز مثللريني اؤز غزللرينده بئله ايشلهده بيلميشدير:,f5,book1
89,بوگون تورك ديلينده يازان هئچ بير يازيچي و شاعر و تاپمامماسانكي، آتالار سؤزوندن فايدالانماسين.,f5,book1
103,دئديگي سؤزه عمل ائتمه‌ين، عاليم عمل‌سيز سؤز ايفاده‌سيني ديرلي بير مقاما چيخاران آتا ـ بالاريميز دئميشلر:,f5,book1
117,نبي ايگيد اولماغينا ايگيدسن، آمما چاليش باشووي هر آدامين، الينه وئرمه.,f5,book1
131,ائل اوزانلاري سؤز صحبت مقاميني چوخ شئي دن اوستون توتموشلار.,f5,book1
145,ايشين بو مقاميندا، شاه اؤز- اؤزونه بو سؤزو اوخويور:,f5,book1
159,بعضي تورك ائللرينده بوايفادهنين باشقانمونهسيده وار.,f5,book1
173,بيري باشقاسينين اوزي‌سيني كسنده بوافادهني ايشلهدرلر:,f5,book1
187,ـ عاغيلسيز دوستدان، آغيللي دوشما ياخشي دير.,f5,book1
201,ها باشينا دؤنوم، جئيران يئريشلي اولاغيم دور گؤره‌ك .,f5,book1
215,قديملر آخشامين باشلانديغينی بيلمك اوروج توتانلار اوچون ضروری مسئله ايدی.,f5,book1
229,كيمی ايفاده‌لر ديليميزده گئنيش مقياسدا ايشلنمكده دير.,f5,book1
243,آدمده‌ن خاتمه كيمي بئله اولوب، بئله اولاجاق باشقا سؤزله:,f5,book1
257,اوْرايا دوشمه‌مه‌سي داها دهشتلی بدبخت‌ليكدير.,f5,book1
271,ايفاده مجازی معنادا- معنوی صافليق، تميز ليك، پاكليق معناسيندا ايشله‌نير.,f5,book1
285,تاريخده‌ن معلومدور كی، وقتی ايله بابور شاه آغير خسته اوْلان اوْلان اوْغلو اوچون ايدی.,f5,book1
299,بو ايفاده مجازی معنادا چوخ كيچيك ياشيندا، لاپ كؤرپه ايكن بيلمك، خبردار اولماق معناسيندا ايشله‌نير.,f5,book1
313,ديليميزده ان مقدس و عزيز مفهوملار ايله علاقه‌لنديريلير:,f5,book1
327,بختيار وهاب زاده مقاله‌سينده يازير:,f5,book1
341,بو مراسم بيته‌نده‌ن سونرا اوْ‌نلارين هر بيری ديگرينين قبيله‌سينده قارداشليغينين بوتون حقوقلارينی الده ائدير، دوغما قارداشدان فرقلنديريلميردی.,f5,book1
355,قديم لرده آش عمومیتله، يئمك، خؤره‌ك معناسيندا ايشله‌نيری.,f5,book1
369,ميرزا علی اكبر صابرده‌ن مثاللار:,f5,book1
383,و ايفاده‌لری عينی معنا بيلدير قوْرخاقليق آنلاييشينی بيلديرمك اوچون هابئله آغ باغير، آغ جيير، آغ گؤز سينونيملرينده‌ن استفاده اوْلونور.,f5,book1
397,بايقوش گئجه ياريدان گئچه‌نده‌ن سوْنرا اؤتور.,f5,book1
411,معلوم اوْلوركی، بو سؤز اصلينده قوشون سسينه تقليد اوْلان بئقوُ/ نئقوُ/ نيقوُ سؤزونده‌ن تؤره‌ميشدير.,f5,book1
425,مندل يئو گؤستريركی، علمی درك ائتمه‌يه‌نين و بصيرت حودودونو معين ائتمك ممكن دئييلدير.,f5,book1
439,وزيرين بالديزینی سئون تئيمور آغا پرده‌نين داليندا گيز لنير كی، وزير اوْنوگؤرمه‌سين.,f5,book1
453,بيرينين اوغروندا فدا اوْلماق، اؤزونو قربان وئرمك، هابئله:,f5,book1
467,بو، او دئمكدير كی، گؤيرچين، يا خود توْيوق خسته‌نين قاداسينی آلير، خسته ليگی اؤزجا نينا قبول ائدير.,f5,book1
481,آمما دئه گل بیر نئچه گوندن سونرا او آیری بیر قونشونون تویونا گئتمه‌لی اولور.,f5,book1
495,سؤز حکمدار سؤزو ایدی تئز امری یئرینه چاتیر.,f5,book1
509,چوبان قمیشی چالا- چالا قمیشدن بوینوزو سؤز گؤیه اوجالیر.,f5,book1
523,واللاه من بوباره ده هئچ نه بیلمیرم.,f5,book1
537,ایندی سنین بیربئله اؤیود نصیحت‌لرین منه کار کسمز.,f5,book1
551,سنکی کیشی آدامسان آپار حالالین اولسون.,f5,book1
565,آتا اوغلونو اوچونجو دفعه تورپاغی شوملاماغا گؤنده‌ریر.,f5,book1
579,چؤره‌یی وئر چؤره کچي‌يه بیرینی ده اوسته لیک.,f5,book1
593,هئچ کیمسه‌دن کؤمک گؤرمه‌ین آنالار گناهکار جزاسینی او۫ حضرته تاپشیریب، دئیه‌ر:,f5,book1
607,کئچمیش‌لرین سؤز دور، دئییرلر احمد آدیندا بیر تنبل واریمیش.,f5,book1
621,تنبل احمد خورجونو بئلینه آتیب، مجبوری حالدا یول گئتمه‌یه باشلادی.,f5,book1
635,تئز خورجونو، یئره آتیب، قایاتماغا باشلادی.,f5,book1
649,سونرا دیو تنبل احمد ده دئدی کی، گؤرونوسنله بیزیم دوسلوقوموز لاپ دوتاجاقدیر.,f5,book1
663,بو وضیعتی گؤره‌ن دیولر کیچیک قارداشلارینا دئدی:,f5,book1
677,دیو قورخا- قورخا احمدین یانینا گلیب دئدی:,f5,book1
691,دره‌لردن سئل کیمی، تپه‌لردن یئل کیمی آشیب، بیر اووشسوز- بوجاخسیز مئشه‌لیگه چاتدیلار.,f5,book1
705,اولاغ دئدی یوخ مگر ائشیتمه یبسن، دئیه‌لر:,f5,book1
719,اوشاق سیرر ساخلاماز بیر عصردن آرتیق عؤمور سوره‌ن، اوزانلار- اوزانی دده علسگرین قوجا چاغلاری ایدی سون منزله قده‌ر چالیب- اوخوماقدان یورولمایان دده علسگر بیر تویا دعوت اولور.,f5,book1
733,آی دده‌نئییه اولان شئی دئییل، .,f5,book1
747,بلی بیر مدتدن سونرا قاپی دؤیویولور، اوشاق گئدیب قاپینی آچیر، گلن آدام، اوشاقدان سوروشور آتان ائوده‌دیر ؟,f5,book1
761,آنجاق باشقا ملت‌لردن آلینان سؤزلرده، بیزیم معنوی ثروتیمیز حساب اولونور.,f5,book1
775,همین حکمتلی سؤز- سینه دن- سینه‌یه كؤچه‌رک، آتالار سؤزو سیراسیندا یئر توتدو.,f5,book1
789,والله لاپ بوگؤزلریمله گؤردوم کی، احمد قبیر داشلارین چیخاریب، ایشله‌دیر اؤز حاصارینا.,f5,book1
803,ایندی گؤردون، بیرده آتالار دئییب، سودا بوغولان سامان چؤپوندن ده یاپیشار.,f5,book1
817,یئری گلمیشکن دئمه لی ییم کی، بو گونلر بو دئییمی بیر آتالار سؤزو کیمی ایشله دنلرین سایی آز دئییلدیر.,f5,book1
831,کیشی چوخ- گؤتور قوی ائتدیکدن سونرا، آتا یئر تاپیلمیرکی، تاپیلمیر.,f5,book1
845,اونلارین بیرینین وجودو یاخیلدیقدان سونرا، دئییر:,f5,book1
859,قاتیق ساتان کیشی‌نین یئنه جین باشینا ووروب دئيیر:,f5,book1
873,بارا قویان کیشی ده اوردا اولور، هامی سؤزون آغزیندان پیشیریب چیخاریر، عین حالدا بو کیشی قاییدیب دئییرکی، گونلرین بیرینده چؤلده گئدیردیم گؤردوم کوچوک ونگیلده‌يیر.,f5,book1
887,آی قونشو دئ گؤروم سنین ایندی نئچه یاشین وار.,f5,book1
901,او قصیده‌نی اوخویور و شاهادا سونسوز سایغی‌سینی گؤستریر.,f5,book1
915,گئتمه‌یینه سؤزوم یوخ، آمما هئچ واخت ائولنمه.,f5,book1
929,بولار بو ايشده اولسون، گلین گؤره‌ک، اولادین آتالارینین قوجا دوستو حسن کیشی نه فیکیرده ایدی.,f5,book1
943,سؤز باره ده دانیشاندا، ایستر- ایسته‌مز دیل یادا دوشر.,f5,book1
957,تانیش اولاجاغنیز بو روایتده و یا خود ساغالار قیلینج یاراسی، ساغالماز.,f5,book1
971,بگ آروادی واخت گزیردی کی، اری، ائودن چیخماق همین، گئدیب، بو آروادی گؤرسون.,f5,book1
985,اونون یانیندا قورو چؤره‌ک و ایستی سودان ساوایی بیر شئی یوخدور.,f5,book1
999,بگ آروادی شئر توک‌لرینی گتیریب، اوقادینا گؤستردی.,f5,book1
1013,بو سؤزلری ائشیدن اوغلان آجیغیندان آز قالا پارتلاییر.,f5,book1
1027,منیم سنه‌نه پیس‌لیگیم کئچیب کی، منه سلام وئرمک یئرینه سالامیمی دا آلمادین و آتا عوضینه قوجا دئدین.,f5,book1
1041,تئز اونو چؤره‌ک کسمه‌یه دعوت ائدیر.,f5,book1
1055,دونيادا ان شيرين شئي اودوركي، آج آدام ياغلي و ياوانيندان آسيلي اولماياراق يئمهيه چاتسين.,f5,book1
1069,قادينلار بازارا گئديب، پارچا آليب، ارلرينه كؤينك تيكمه‌يه باشلاديلار.,f5,book1
1083,كيشي جاواب وئردي كي، ايكي نفر ايديلر هانسيني دئييرسيز.,f5,book1
1097,بو دونيا لاپ بو حالوا پيالاسي كيمي دير، اونون ايچينده كي بال و حالوا دونيا نعمت‌لري دير.,f5,book1
1111,قاپي آچيلدي، حكمدار گؤردو، كيچيك بير داخمادي اؤزوده باشماقچي داخماسي، بورادا كؤهنه باشماقلار تعمير اولونور.,f5,book1
1125,حكمدارين بو فرماني يازيليب، بوتون اؤلكه‌نين دووارلارينا ياپيشديريلدي.,f5,book1
1139,اونلار شاملارين يئيندن سونرا، ولي خان ساغوللاشيب، يولونو توتوب، گئتدي.,f5,book1
1153,آللاه سنه چوخ شوكوركي هله اؤلومدن ياخا قورتارديم.,f5,book1
1167,باشماقچي گليب حكمدارا تعظيم ائله‌دي.,f5,book1
