NO,Sentence,ID,book_name
2,آخيجي اوره‌يه ياتان شكيلده، ايفاده اولونان بو حكمتلي سؤزلرده آذربايجان خالقي اؤز معنوي دونيالارينين گؤزه‌لليك‌لريني، تاريخي‌نين درين‌ليك‌لريني گؤرور.,f2,book1
16,عادت عنعنه‌لرده، ناغيللاردا باياتي و باشقا شفاهي ادبيات نوع‌لرينده بو مزيته راست گليريرك.,f2,book1
30,دئديگيميزكيمي آذربايجان شفاهي خالق ادبياتينين مهم قوللاريندان اولان آتالار سؤزو، ايستر آذربايجانين بوتاييندا، ايسترسهده اوتاييندا اولان يازيلي ادبياتينا اولدوقجا تأثير بوراخميشدير.,f2,book1
44,حكيم هيدجينين استفاده ائتديگي آتالار سؤزونده و اؤيو دوئريجي شعرلرينده انسانلار دوغرو يولا، دوزگون لويه چكير.,f2,book1
58,عاغيل سيز دوستدان عاغيللي دوشمان ياخشي دير.,f2,book1
72,شهريار ائلينين عادت عنعنهلر سادهكند محيطيني، اؤز ياراديجيليغيندا عكس ائتديرهرك آديني اؤلمزليگه قوووشدورموشدور.,f2,book1
86,سهند اوستاد شهريارا يازديغي منظوم مكتوبوندادا آتالار سؤزوندن بول بول استفاده ائتميشدير:,f2,book1
100,سؤزون عاقبتيني بيلديرمک اوچون آتالار بئله اؤيود ده وئرميشلر:,f2,book1
114,قاييچي الينده نبي دن سوروشور؛ سيز قاچاق نبي‌سيزمي ؟,f2,book1
128,کوراوغلوسازي گؤتوروب، گيزير اوغلو مصطفي بگي تعريف‌له‌مه‌يه باشلايير بو خالق ترانه‌سينده دئيلديگي کيمي:,f2,book1
142,بيرگون وزير شاها توطئه قورور و شاهين باشيني‌ـ اوزونو قيرخان مخصوص دلـله‌يه تاپيشريرکي، اولگوجله شاهين داماريني قيرسان، من پادشاه اولاندان سونرا، سني اؤزومه وزير ائله‌يه‌جه‌يم.,f2,book1
156,اينديسه همين دئييملرين آچيقلاماسي ايله بيرنئچهسيني تقديم ائديريك:,f2,book1
170,بعضي منطقهلرده ايفاده سينهد ه راست گليريك جانيندان دويماقلا، جانيندان بئزمهيين آراسيندا كيچيك بير فرقوار، اوداجانيندان دويماق گؤرونن ايش تام يئرسيز نظره گلير.,f2,book1
184,ـ بيليرسن منه بير آز پول لازم دير.,f2,book1
198,آللاهين لعنتينه گله‌سن، لاپ منيم بوغازيما ييغدين.,f2,book1
212,ياخشينی پيسده‌ن خئيري-شردن، مثبتی منفی ده‌ن فرقينديره‌بيلمك.,f2,book1
226,آشاغيداكی همين ايفاده‌نی هم حقيقی، همده مجازی معنادا آنلاماق اوْلار:,f2,book1
240,آدبير نوع انسانين اؤزؤ يا روحو حساب اولونوردو.,f2,book1
254,دوْغروسو، بيز بو مطروب دفترينی قبول ائله يه بيلمه يه جييك».,f2,book1
268,معاصر دانيشيق دبلينده بو سؤز ايلكين معنا دا آز- چوخ اوزاقلاشديريلميش شكلينده ايشله‌ديلير.,f2,book1
282,شكيلرينده جناب، آغا، صاحب، آنا، شيطان، روح، كؤی معنالاريندا ايشله‌نديگی معلومدور بئله ليكله آيناسی آچيلماق اصلينده گؤيون اؤزونون آچيلماسی معنماسيندا اوْلوب، سوْنرالار مجازی معنا كسب ائتميشدير.,f2,book1
296,اوْ دوركی، يامانليق و ياخشيليق، جزا و بخشش تانرينين ايراده‌سينده‌ن آسيليدير.,f2,book1
310,يارالی بو غاج آنا سينا دئيير:,f2,book1
324,بو تصور ميلادان مين ايل قاباق هينديستاندان بالكانا كيمی بو تون دوْغو اؤلكه‌لرينده گئنيش ياييلميشدی.,f2,book1
338,قديم تورك خالقلار ينين و مغوللارين بير عادتينه گؤره، اسيرلری باشقا- باشقا قبيله‌لرده‌ن اوْلوب قارداشلاشماق، دوست‌لاشماق ايسته‌ين ايكی شخصين هر بيری اؤز قوْلونون داماريندان كسر و آخان قانی بير جاناغا ييغارديلار.,f2,book1
352,قديم دؤورلرده سؤزوده ساده بير وارليق جيگر، آغ جيگر قارا جيگر آدينی بيلديريردی، سوْنرالار همين وارليقلار باغلي معنوی رواني حاللاری بيلديرمه‌يه باشلاميشدی.,f2,book1
366,يوخاريدا كی ايفاده سوْنرا لار مختلف دييشمه‌لره معروض قاليب، يئنی- يئنی اؤرنك‌لر كسب ائتميشدير:,f2,book1
380,تدريجا ً همين ايفاده اساسيندا ايشلنمه‌يه باشلايير.,f2,book1
394,اوْنا گؤره ده بايقوش پيس فال حساب اوْلونور.,f2,book1
408,لاكن اصلينده بو آد خالق ائتيمولوْژيسي تاثيری ايله همين شكلی آلميشدير.,f2,book1
422,بوراداكی سؤزو اصلينده عرب ديلينه مخصوص سؤزونون دييشيلميش فورماسيدير.,f2,book1
436,ابراهيم ا اثرينده حوری اؤز قاينانا سينا دئيير:,f2,book1
450,فيل‌لرينين باشينا داش سالينميش حبش‌لر كعبه دن ال چكمه‌لی اوْلورلار.,f2,book1
464,مراسيمين بيرينجی مرحله‌سی ديليميزده ايفاده‌سينين يارانماسينا سبب اوْلموشدور.,f2,book1
478,هله اوسته‌لیک اونون یئمه‌یینه ده محل قویمورلار.,f2,book1
492,بو آدام اسکندرین باشینی قیرخاندان سونرا، ایشین نه یئرده اولدوغونو گؤروب دوشور شاهین ال-آیاغینا باشلاییر، یازیق-یازیق یالوارماغا نه بیلیم دئییر قربان گل منیم بالالاریمی یئتیم قویما، منه رحمین گلسین، اینانین بو سؤزو بیر سیررکیمی اوره‌ییمده ساخلاییب، هئچ بیر شخصه دئمه‌رم.,f2,book1
506,اؤزونده یونگولوک حیس ائده‌ن دلـله‌ك قاییدیب، گلیر سورگون ائدیلن یئرینه.,f2,book1
520,چوبان گلمه ینیه گلیر آمما اسکندر چوبانا دئییر:,f2,book1
534,بو شخص قوجا چوبانین سؤزونو یاریدا قویوب دئدی:,f2,book1
548,اوغرو اول ایسته‌دی بیر سؤز دئمه‌سین.,f2,book1
562,چؤره‌یی وئر چؤرکچی‌یه بيرينيده اوسته‌ليك دئییلنه گؤره تجربه‌لی بیر اکینچی‌نین قوجا یاشلاریندا گؤزلری توتولور.,f2,book1
576,بیرده اوغول چؤره‌ک وئرن اول آمما تورپاق وئره‌ن اولما.,f2,book1
590,آنالاریمیز اؤز قهرمانلارینی دؤیوش مئیدانلارینا و چتین یوللارا سالاندا دئیر‌لر:,f2,book1
604,من آنلامامیشام، منه رحم ائله‌ییب، منی اؤلدورمه.,f2,book1
618,بوندان سونرا دا سن قازان گتیر، من یئییم.,f2,book1
632,سحریسی گون او ده‌میر پاپاغی باشینا قویوب، چاریق، پاتاواسینی دا برکیدیب، یولا دوشدو.,f2,book1
646,دیو باخدی گؤردو دئیه سن بتر یئرده توکان آچیب، بو آدام داشی بؤلوک- بؤلوک ائله مکدنسه اونا دؤندردی.,f2,book1
660,احمد شاققانی گؤره‌ن کیمی اؤزوندن چیخدی، بو منه‌نئینر، تئز اولون منه بیر نئچه دنه اؤکوز گتیرین.,f2,book1
674,بو حادثه‌نی گؤره‌ن دیولر تشویشه دوشدولر، تئز قارداش چاغریب دئدیلر.,f2,book1
688,اولار ائله بیر حالا قالمیشدکی، یول گئتمه‌یه اینجارلاری قالمیردی.,f2,book1
702,بولارین کئفی‌لری ساز اولاندان سونرا، دوه دئدی:,f2,book1
716,بو مثلین ایکی نمونه‌سی واردیر.,f2,book1
730,اوشاق گلیب، ادب- ارکانلا دده علسگرین یانیندا اوتورور.,f2,book1
744,علسگر، مسئله‌نین نه یئرده اولدوغونو اونلارا دئییر و داها سونرا آرتیریر کی، قدیمکیلر یاخشی دئیمیشلر:,f2,book1
758,کیمی بیر ائل مثلینی گؤسترمک اولار.,f2,book1
772,آللاهدان وحی گلدی کی، یا موسی اونون سببی وار، چونکی بو اؤلن آدام گونلرین بیرینده همین آتلی‌نین قوجا آتاسی ایله، یول- یولداشی اولان زامان، اونو اؤلدوروب، پولونا ییینه دورموشدور.,f2,book1
786,بو کیشی قانی سوزه- سوزه گلیر کتخودانین یانینا.,f2,book1
800,بیر آیری آدام چایین قیراغینا یاخینلاشیب، گوله- گوله اوندان خبر آلیر:,f2,book1
814,باغ یییه‌سی دينمز- سؤله‌مزگئدیر، بیر جويز آغاجی ده‌رییر و گلیر بو کیشی‌نی دؤیور، کیشی سوروشور منی بو آغاجلا نه اوچون دؤیورسن ؟,f2,book1
828,بئله‌لیکله کیشی، آروادینی، آناسی‌گیله یولا سالیب، سونرادا، سئوینه- سئوینه یولدان کئچني اکینی ائوینه کئچمه‌یه دعوت ائدیر.,f2,book1
842,تنبل لر بیریئره توپلاشاندان سونرا، شاه امر ائله ییر اونلارین هامیسین تؤله‌یه سالسینلار و سونرا، اوتدان، ساماندان گتیریب، اورانی اودلاسینلار.,f2,book1
856,آی کیشی ده‌لی سن نه سن ؟,f2,book1
870,دئییر عاغیلدان یونگول بیر کیشی وارایمیش، بو هر یئرده دانیشاندا قویوب، هامینی اؤزونه گولدوره‌رمیش.,f2,book1
884,بارا یویان آلدیغی بیرتومن پولون اوستونه بیر تومنده قویوب دئییر:,f2,book1
898,اونون بیر گؤزونون کور اولماماسینا باخمایاراق، هنره، شعره، هوس گؤستره‌ن پادشاه ایمیش.,f2,book1
912,شاه، شاعیردن علتین سوروشدوقدا، شاعیر جاواب وئردی:,f2,book1
926,نه بیلیم بؤلوشوب بیرینه سوقو یولاری یئتیشیر.,f2,book1
940,سؤزونو تکرار ائدیب هایاندا سؤله‌ییرلر.,f2,book1
954,یئری گلمیشکن دئمه‌لی‌ییک، آذربایجان شفاهی ائل ادبیاتی‌نین اساس حیصیه‌سینی منظوم اثرلر تشکیل ائدیر.,f2,book1
968,بیربئله تعریفی ائشده‌ن بگ آروادی حرصیندن لاپ آز قالیر، باغری چاتلاسین.,f2,book1
982,- آی باجی حیطینده گؤزه‌ل آغاجلار وار.,f2,book1
996,آرواد چوخ گؤتور قوی ائدیب، اؤلچوپ بیچندن سونرا آخیردا بو قرارا گلدی کی هر گون اصلانین یئمه‌گینی – ایچمه‌گینی اؤزو وئرسین.,f2,book1
1010,ایندی گؤردون کی، آدام اولوب، یاخشی نمره و قیمت آلمیشام.,f2,book1
1024,هه قوجا ایندی دئ گؤروم، نه دئییرسن، بو من بو دامنیم دب- دبه‌م و جاه و جلالیم.,f2,book1
1038,نظر سفره‌سینی آچیب، چؤره‌ک - یئمک ایسته‌ینده قارا آلیجی بیر قوش اونون باشی اؤستونو کسیر.,f2,book1
1052,سلطان وزيرلرينه ايكي گون واخت وئردي.,f2,book1
1066,آنجاق هئچ بيرينين سؤزو او بيرينه باتمادي كي، باتمادي.,f2,book1
1080,قارداشلار قوجا بير كيشي‌نين قاباغيندان سوووشوب اؤز يوللاريني توتوب گئتديلر.,f2,book1
1094,بو صحنه‌يه تاماشا ائده‌ن بو عارف شخص گولمه‌يه باشلادي، حالواچي نه ايسه عارفدن سوروشدو:,f2,book1
1108,بونو ايشدن و بو سؤزلردن حيرت‌له‌نن حكمدار اؤز – اؤزونه دئدي:,f2,book1
1122,آللاه سنين جلالينا شوكور اولسون، بو گون شاميمي بير غريب آداملا يئديم.,f2,book1
1136,من بو باره‌ده سندن باشقا هئچ كيمسه‌يه سؤز دئمه‌ميشم، سن حكمدارين يانينا گئديب، بو باره‌ده دانيشماسان، هئچ كيمسه دئمز.,f2,book1
1150,باشماقچي بتر قورخدو، اويقين ائتدي‌كي، حكمدار اونا اؤلوم حكمي وئره‌جك، آمما بئله اولمادي، حكمدار دئدي:,f2,book1
1164,اونلارين فيكرين ائله‌مه گل پلووموزو يئيك.,f2,book1
1178,حكمدار امر ائله‌دي، آتي‌دا وئرديم سنه، قيلينجي‌دا چول – پالازوي گؤتور، بوردان چيخ گئت.,f2,book1
1192,عاشيق قورباغايا قويونلارين آخوروندا بير يئر قازيب، سونرا اورايا سو تؤكدوكدن سونرا قورباغانين يئريني راحاتلادي.,f2,book1
1206,او رحم‌سيز، پاخيل ياوانين بيري‌ايدي.,f2,book1
1220,اونلار عاشيقا گوجلو بير كئچي وئريب و قارا بگ اوچون دوه هديه‌ده گؤندرمك ايسته‌ديلر.,f2,book1
1234,اينديكي سن ايگيد اوغلانسان، من سني آزاد ائديرم و بيرده كنديزه يوروش آپارماياجاغام.,f2,book1
1248,قيز اونا گولومسه‌يه‌رك دئدي:,f2,book1
1262,آتلي‌لار، اونا چاتماق همن، قيلينجلاريني قينيندان چيخارتديلار.,f2,book1
1276,خاني قهرمانليقلا اؤلدوره‌ن عاشيق، كنده ياخينلاشاندا، گؤردو، كندين بوتون اهاليسي سئوينج ايچينده‌دي خالق توي – بايرام ائله‌يه – ائله‌يه اونو قارشيلاماغا گليرلر.,f2,book1
1290,اونا گؤره شهري دولانماغا باشلاييركي، بلكه الينه بير شئي دولاشسين.,f2,book1
1304,آز گئدير، چوخ گئديرلر، آخيردا اوجا بير داغين اتگينده دوه‌لري دايانديريرلار.,f2,book1
1318,آمّا گؤزونه دؤندويوم ارباب دوه‌لريني يوكله‌يندن سونرا آرخايين ـ آرخايين شهره يوللانيب، گئتدي.,f2,book1
1332,اربابين امري ايله احمد اينك دريسيني يئره سريب، نه ايش گؤرجه‌ييني اربابدان سوروشاندا، ارباب دئيير، يات بو دري‌نين ايچينده اونو اؤزونه بورو، دئيير:,f2,book1
1346,احمدده دوه‌لري جواهيرله يوكله‌يندن سونرا، ايسته‌يير يولونو توتوب گئتسين، داغين باشيندان اربابين سسي گلير.,f2,book1
1360,ايت، آت اتي ائشيدهن همن، تولكونون سؤزونه آلدانيب، يولا دوشدي.,f2,book1
1374,بير تيكه اَت توتوب، بير آغاج هندهورينده اوچور و آغاج اوستوندهكي بير يوُوا يا دقت يئتيريردي، بو حادثهدن تعجبلنن يوخسول، بوايشين دليليني باشا دوشمك مقصديله دقت‌له تماشا ائديردي، بيردن ـ بيره بير قول ـ قانادسيز قارغاني گؤردوكي اوْيووايا دوشموشدور و قارتال ديمه‌يگيندهكي اتدن بؤلوب، تام حوصلهيله اونو گوجسوز قارغانين آغزينا قويور، درويش بو كيمي حادثهني باشادوشمكله فيكيرلشدي و دئدي تانرينين قورتارماز رحمتيني گؤركي حتي بو قوْل قانادسيز قارغاني بويؤوادا روزوسوز قويمور بس من كي، روزي الده ائتمك اوچون بير يئره اؤرتورماييب بير تيكه چؤرهگه گؤره آرتيق چاليشرام حتماً اينامي مين ضعيف‌ليين آللاها ايماني‌مين آزالماسيتا گؤرهدير درويش بوفيكري ائتديلدن، سوْنرا ايشدن چكيب بير گوشهده اوتوردو.,f2,book1
1388,خادم دئدي بيز، گتيريب، اونون آلتيندا دا دئديگنيزكيمي 2 :,f2,book1
1402,هر ياني يوخلاييب، گؤردو سو اوستن كسيليب، يوخاري گئديب، گؤردوكي، بلي جاوان اونون سويونو، اوزون بير شورانليغا اؤتوروب، اؤزوده لازم اولمايان بير يئره.,f2,book1
1416,قاري بونو ديلنچي حساب ائلهيير قاپيدان قووماق ايستهيير.,f2,book1
1430,اگر بير طرفدن وروشسايدي اونا هر طرفدن كمكليك گلردي.,f2,book1
1444,من سندن اوستونم، چونكو اوخويوب،يازماغي باجاريرام.,f2,book1
1458,مين تومني ده آليب ائوه آپارارام.,f2,book1
1472,ايسته‌سن اونودا دئيه‌ره‌م.,f2,book1
1486,كيشي‌نين سؤزو احمدين يادينا دوشدو.,f2,book1
1500,اگر كيشي منه صبر ائله سوزونو اؤيره‌تمه‌سه ايدي اليمدن خطا چيخاردي.,f2,book1
1514,ايندي كي اوغلونون عيبي‌ني بيلمك ايسته‌ييرسن، فياضيين ائوده اولاندا سن اونا ائولنديرمكدن سؤز سال من دئيه‌جگم آرواد.,f2,book1
1528,آكيشي من عمللي باشا دوشه بيلمه‌ديم.,f2,book1
1542,بو احوالاتدان سونرا كيشي آروادينا گؤز ووروب دئدي:,f2,book1
1556,شاه ساغ اولسون، من فيكرلشديم كي، ديلدن، شيرين شيئي يوخدور، اودوركي، اونو آلديم.,f2,book1
1570,آمما اوشاقلار دئيه سس ـ كوي ساليب عالمي قاريشديرديلار.,f2,book1
1584,بودا اونون عاجيزليگي‌ني گؤسته‌رير.,f2,book1
1598,اوندا نه ائتمه‌لي كي، دوشمنين يولونو نئجه كسمك لازيم اولدوغونو بيليم.,f2,book1
1612,خئير ايسه پاي – پيادا اونون آردينجا يولونا دوام ائله‌دي.,f2,book1
1626,يئره بير كوپ قيزيل باسديريليب گئديب اونون كئشيييني چكمك لازيمدي.,f2,book1
1640,بگ‌ين قيزي‌ايله ائوله‌نيب، تولكونون دئديگي كيمسه‌سيز قيشلاغا گئتدي.,f2,book1
1654,اونلار آختاريب آج – گؤز تاپديلار و اورادا ايشيني بيتيرديلر.,f2,book1
1668,او سونبوللري بيچيب، قورتارا – قورتاردا گؤردو، گون باتماق ايسته‌يير، گونشه يالواردي باتماسين سون باغي‌دا باغلاييب، قورتارسين.,f2,book1
1682,بيردن گؤزونو آچاندا، گؤردو چيينينه گؤزه‌ل بير قوش قونوبدور.,f2,book1
1696,اي دل غافل، كندچي هارا، بئله بير قوناقليق هارا، يقين بو ايشين ايچينده، آيري بير ايش وار.,f2,book1
