NO,Sentence,ID,book_name
3,آتالار سؤزو هر بيرخالقين وارليغيني گؤستره‌ن صاف و شفاف بير گوزگودور.,f3,book1
17,عاشيق ادبياتي‌نين تملينيني ده آتالار سؤزو تشكيل ائدير.,f3,book1
31,عاليملريميز بو خصوصدا اولان يازيلي ادبياتيميزي اوچ اساس حيصهيه بؤلموشلر.,f3,book1
45,او انسانلارا هميشه ياخشي ليق، ياخشي يول آرزولايير.,f3,book1
59,يوخ گؤرورهم بو ايش سني دهلي ائدهجك، هئچ بير آللاه بندهسي ده تاپيلمير دئسينكي، ال چك بو آتالار سؤزوندن.,f3,book1
73,حيدربابا اثرينده شفاهي ادبياتيميزين بير چوخ نمونهلري اولدوغوكيمي آتالار سؤزونونده رولونو دويوروق!,f3,book1
87,گؤز ياشي توكمكله يارا ساغالماز همين شعردن باشقا بير نمونه:,f3,book1
101,يوز دفعه اؤلچ، بير دفعه بيچ سؤزو اول آغزيندا بيشير سونرا چيخارت.,f3,book1
115,کيشي نبي‌نين باشيني قورتاراندان سونرا، سوروشور:,f3,book1
129,اطرافدا گيزله‌نيب بو سؤزلري ائشيده‌ن گيزير اوغلو، اورتا ليغا چيخيب، گلير کوراوغلونون اليندن ياپشيب، گؤيه قالديرير دوغرو داندا، ايگيدسن کوراوغلو ـ سن تکجه قيلينج کوراوغلوسو يوخ هم ده دوغرو سؤز کوراوغلوسوسان.,f3,book1
143,دللک شاهين باشيني قورتاريب، اولگوجله اوزونو قيرخماغا باشلايير.,f3,book1
157,بيري درين اوزونتولر ايچريسينده بير موضوعدان ناراحات اولاندا دئييرلر:,f3,book1
171,يئرسيز بير موضوع وايش اوزوندن دالاشيب، بيرينين كؤنلونوسينديران سونرا، اؤز سوچونو دويوب، اونون ناراحات ليغيني آرادان آپارماقدا ايشله درلر ياخشي اولدو اورهييني اله آلديم.,f3,book1
185,ـ ـ اگر منيم پولوم اولماساداي بونون نه يي ياخشي دير ؟,f3,book1
199,بو گونه كيمي اؤيره‌نمه‌ييب، اؤيره‌نمز دئيير:,f3,book1
213,ويا دا ايفاده سی معناسيندا ايشلنميشدير.,f3,book1
227,اويموش جونونه كؤنلوم، ابرو دئر مه‌نو نه اعتبار اوْناكي سئچمز قارادان آغی مهری روخسارينی ديل ماهی سمادان سئچمز ، اعتباری يوخ اوْنون، آغی قارادان سئچمز ميرزا ابراهيم زاده پيئسينده عاباس اؤزدوْستو توفيقه دئيير:,f3,book1
241,بو اينام شر قده‌ر آوروپا دا گئنيش ياييلميشدیر.,f3,book1
255,بئله ليكله، آدين دفتره دوشمه سينه اوغورسوز بير حادثه كيمی يانا شيلديغيندان آد دفتری دانيشيق ديلينده كسكين منفی معنا كسب ائده‌رك ايت دفتری شكلی آلميش دير.,f3,book1
269,مثلا ً، ، ايفاده‌لرينده بو اوز اقلاشما حبس ائيلير.,f3,book1
283,ديليميز ده كی ، و سايره تيپلی چوخلو ايفادده ده بونونلا باغلي‌دير.,f3,book1
297,داستانيندا كرم له‌له‌يه بئله دئيير:,f3,book1
311,رضا قلی زاده آدلی حكايه يازميشدير.,f3,book1
325,زردشت‌ليكده هرمز گؤی حساب ائديلير كی، يئر اوْنون آناسی، اوْد اوْغلو، سو ايسه قيز يدير.,f3,book1
339,سوْنرا ايسه بو قانی سود .,f3,book1
353,بئله‌ليكله، آجيغی توتماق اصلينده جيگرينه تاثير گؤسترمك معناسيندا اوْلموشدور خاطيرلاداق كی، جيگر ده باش وئره‌ن فيزيوْلوْژی دييشيك ليكلره اوْرقانيزمين ديگر عضو لرينين فونكسييا سينا سبب اوْلوركی بوتون بونلار معاصر دؤرده ايله علاقه لنديريلير.,f3,book1
367,آشينی بيشيرمك آشينين سويو نو وئرمك آشينی دمه قوْيماق، الينين سويونو گؤسترمك، آشی بيشمك.,f3,book1
381,جلاالدين رومی‌‌ده‌ن ائديلميش بير ترجمه‌ده دئييلير:,f3,book1
395,بونون ايسه اسلام دينی ايله علاقه‌يی يوخدور.,f3,book1
409,ديليميزده كی قوش آدلارينين بؤيوك اكثرييتی تقليد اساسيندا موافق قوشون چيخارديغی سسه انسانين تقليد ائتمه‌سی اساسيندا دوزلميشدير.,f3,book1
423,بو سؤز عربجه قلب گؤزو ايله گؤرمك، گؤروب اصل حقيقته وارماق، حقيقتی گؤره بيلمك معناسی وئرير.,f3,book1
437,قديم آذربايجان معيشتی ايله باغلي اوْلان بو ايفاده آلداتماق، كلك گلمك معناسيندا ايشله‌نير.,f3,book1
451,تاريخده بونا گؤره ده همين ايل آدی ايله مشهور دور.,f3,book1
465,بو ايفاده‌نی ايشله دن كس مراجعت ائتديگی آدامين باشينا دوْلانماغا حاضر اوْلدو غونو بيلديرير.,f3,book1
479,کیشی ناراحات حالدا مجلسی ترک ائدیر.,f3,book1
493,دلـله‌گین گؤز یاشلاری، داش اوره‌کلی حکمداری رحمه گتیریب، اؤزونو اؤلومدن قورتارییر.,f3,book1
507,بو ایشین اوستوندن بیر ایل اؤتور.,f3,book1
521,اگر بو سیری کیمدن ائشیتدیگینی منه دئسن نه اینکی سنينله ایشیم اولماز، اوسته‌لیک بیر آز دا انعام وئره‌جدیم.,f3,book1
535,- آی قوجا من اوشاقلیقدان بو ایشه عادت ائله دیگیم اوچون باشیمدان چیخارا بیلمیره‌م.,f3,book1
549,آمما قوجانین سؤزلری یادینا دوشوب، قضیه‌نین نه یئرده اولدوغونو آچیب تاجره سؤیله‌دی.,f3,book1
563,اوغلان جوتو قوشوب، ساحه‌نی شوملاییر، توخومو سپمیر.,f3,book1
577,چؤره‌یی کیملرله، هارادا کسدیگینی بیل.,f3,book1
591,* گئت او۫غول سنی آغام ابوالفضه تاپشیریرام.,f3,book1
605,حضرتین آداملاریندان بیری قیلینجی چکیب اونو اؤلدورمک ایسته‌ینده حضرت بویورموشدو:,f3,book1
619,احمد باخیب گؤردوکی، آروادی داها جانا گلیب، اونو بیرده ائوه بوراخان دئییل.,f3,book1
633,او چوخ گئتدی آز دایاندی، آز گئتدی چوخ دایاندی، داغلار آشدی، چایلار کئچدی، آخیردا گلیب بیر باغا یئتیشدی.,f3,book1
647,اونلار بیر نئچه دفعه گوجلرینی سینادیلار.,f3,book1
661,دیولر بئش آلتی اؤکوز شاققالاییب، احمدین قاباغینا سردیلر.,f3,book1
675,بئله گئتسه بو بیزی قیریب، آرادان آپاراجاقدی.,f3,book1
689,بیر گون اولار کیشینی - گؤز - گؤز ائله‌ییب، اوز قویودولار قاشما تئینه‌سینلر، جان شیرین اولار، کؤتک آجی.,f3,book1
703,آللاها نه اوروج توتوروق و نه ده‌ناماز قیلیریق.,f3,book1
717,اونلارین بیرینده ایتن قویوندور و ایتیره‌ن ایسه ائلات‌دیر.,f3,book1
731,علسگر سوال وئره‌ن اوشاغا بئش شاخ مانات وئریب، دیئیرکی، اونه دیرکی، هم بیلیریک و هم بیلمیریک، آخ آی اوغول بو اولان شئی‌دیر.,f3,book1
745,بو خصوصدا ایکی احوالاتدا دیلده آغیزدا دولاشیر.,f3,book1
759,بو مثلین کؤکو و منشایینی آذربایجان روایت و ناغیللاریندا دا تاپماق ممکن دور.,f3,book1
773,اونا گؤره ده، بو قوجا همین آدامین اوغلونون الینده اؤلوب، اؤز، عملی‌نین آغاجین یئدی.,f3,book1
787,کتخودا ال اوستو احمدی چاغیریر، خبر آلیر، بونه حرکتدی بو یازیقی بوگونه سالیسان ؟,f3,book1
801,آی قارداش سنکی، باتیسان سویا، بوغولورسان بونه شوکور نامه‌دیرکی، سن اوخویورسان.,f3,book1
815,آغاج آللاهین دیر، من بیلررم، آلاهیم بیلر.,f3,book1
829,کیشی آتدان دوشوب، آتینا یئر تاپابیلمیر.,f3,book1
843,بعضی‌لر، اودو گؤروب قاچیر، بیر آزی جانلارینا ایستی دَیَندن سونرا، اورانی ترک ائدیر:,f3,book1
857,قاتیغیمین قیمتی یوخدور، اوسته‌لیک سنه ده بورجلو قالیرام.,f3,book1
871,گونلرین بیرینده اونون اهل- عیالی بیر بیلیجی شخصی توتوب.,f3,book1
885,گل بو پولون بودا اوسته‌لیک، من سنین دورناوی زورنا ائله‌یه بیلمه‌رم.,f3,book1
899,بیر گون کاسیب بیر شاعیر، شاهین شأنینه گؤزه‌ل بیر قصیده یازیر.,f3,book1
913,قبله عالم ساغ اولسون، اؤز یوردوما دؤنوب، عائیله قورماق ایسته‌ییرم.,f3,book1
927,او بیرینه ده اکین زمی‌لری، اوچونجو اوغلانادا اکینچی‌لیک وسایلی.,f3,book1
941,بو وسیله ایله کلامی بیر مثل کیمی ائل آراسیندا دئییلمه‌یه باشلاییر.,f3,book1
955,او یونلاردا، بایاتیلاردا، تاپماجالاردا، بعضی مثللرده و سایسیز – حساب‌سیز باشقا شفاهی ائل ادیباتی نمونه‌لرینده اولدوغوکیمی بو مزیت روایت‌لریمیزده ده اؤز عکسینی تاپمیشدیر.,f3,book1
969,اونون مندن هاراسی آرتیقدیرکی، هامی اونو تعریف‌له‌ییر.,f3,book1
983,نییه اونلارین کؤلگه‌سینده اوتورماییب، گون ایستیسی آلتیندا اگله‌شیرسن.,f3,book1
997,آرواد گونده ایکی اوچ دفعه گلیب، قفسین کناریندان شئرین یئمه‌یینی وئردی.,f3,book1
1011,آتا- اوغلونون یئنه غیرت دامارینا توخونوب.,f3,book1
1025,قوجامان ائل آغ ساققالی عصاسینی یاواشجا یئره ووروب دئییر:,f3,book1
1039,هر شئی دن خبر سیز اولان نظر اؤزونو ایتیرییر.,f3,book1
1053,اونلار نهقدهر دوشوندولرسه، بوسورغونون حليني شاعير اميرعلي شيرنوائيدان اؤيرهنمهيي مصلحت گؤردولر.,f3,book1
1067,آخيردا بو قرارا گلديلركي، هره سي بازاردان بير آغ پارچا آليب، ارلرينه كؤينك تيكسينلر.,f3,book1
1081,گلين گؤره‌ك اونلارين قادينلاري نه ايشي ثبوت ائتمه ايسته‌ييرلر.,f3,book1
1095,آي آللاهين بنده‌سي من سنه اؤز ماليمي اسيرگمه‌ديم.,f3,book1
1109,يقين بو ايشده بير سيرر وار، گرك من اونو بيله‌م.,f3,book1
1123,سحر آچيلدي، شاه امر ائتدي‌كي، اؤلكه‌ده بوندان سونرا، هامي تزه باشماق گئيمه‌لي‌دير.,f3,book1
1137,من بير غريبه آدامام، من هاراني تانييرام.,f3,book1
1151,ائله بيل سن ياخشي آداما اوخشاييرسان.,f3,book1
